This file was created by CMPT_ME_PRIOR_RETS using the 202403 CRSP database.  It
contains a momentum factor, constructed from six value-weight portfolios formed
using independent sorts on size and prior return of NYSE, AMEX, and NASDAQ stocks.
ST_Rev is the average of the returns on two (big and small) low prior return portfolios
minus the average of the returns on two high prior return portfolios.  The portfolios
are constructed monthly.  Big means a firm is above the median market cap on the NYSE
at the end of the previous month; small firms are below the median NYSE market cap.
Prior return is measured from month - 1 to - 1.  Firms in the low prior return
portfolio are below the 30th NYSE percentile.  Those in the high portfolio are above
the 70th NYSE percentile.

Missing data are indicated by -99.99 or -999.

          ST_Rev
201901   8.10
201902  -0.07
201903   0.09
201904   0.88
201905   0.81
201906   3.84
201907  -0.21
201908  -2.39
201909   5.05
201910  -0.41
201911  -0.19
201912   0.64
202001   2.56
202002  -2.39
202003 -11.60
202004  15.68
202005  -3.28
202006  -1.90
202007  -3.30
202008  -2.36
202009   0.41
202010   0.58
202011   3.01
202012  -2.98
202101   0.76
202102   4.50
202103  -0.90
202104   1.32
202105   1.34
202106   3.11
202107  -0.73
202108  -1.56
202109   0.76
202110  -1.60
202111  -2.75
202112  -0.21
202201  -4.75
202202  -3.32
202203   0.02
202204  -2.03
202205  -2.07
202206   1.68
202207   6.37
202208   1.62
202209  -1.69
202210   0.35
202211   0.55
202212  -3.40
202301   9.47
202302  -1.42
202303  -2.50
202304  -0.78
202305   4.03
202306   0.88
202307  -1.80
202308   2.26
202309  -2.66
202310  -2.59
202311   3.28
202312  -4.11
202401   2.23
202402  -1.53
202403   0.11

Annual Factors:
January-December 
           ST_Rev
  1927 -17.69
  1928 -10.83
  1929 -14.96
  1930  -0.86
  1931  24.21
  1932  30.46
  1933  75.65
  1934  14.10
  1935   8.66
  1936   6.01
  1937  -6.73
  1938  90.44
  1939  65.52
  1940  19.22
  1941   1.68
  1942  24.21
  1943  21.80
  1944  14.35
  1945  28.20
  1946  -1.39
  1947   4.85
  1948  21.30
  1949  10.94
  1950  12.51
  1951  19.47
  1952  12.21
  1953   2.29
  1954  18.39
  1955  14.94
  1956   1.65
  1957  -4.58
  1958  33.34
  1959   2.89
  1960  -2.83
  1961  13.44
  1962   9.90
  1963  13.46
  1964   7.09
  1965   5.15
  1966  12.37
  1967   9.20
  1968  14.27
  1969   4.44
  1970   7.52
  1971  14.38
  1972   4.26
  1973   1.41
  1974  16.02
  1975  45.03
  1976  15.49
  1977   7.70
  1978  17.51
  1979   9.73
  1980   5.63
  1981   2.47
  1982   0.81
  1983  21.03
  1984  12.71
  1985   7.18
  1986   2.83
  1987   4.77
  1988  18.10
  1989  -5.02
  1990 -11.44
  1991   3.82
  1992  -2.58
  1993  -0.19
  1994   2.37
  1995   4.61
  1996   2.94
  1997  12.08
  1998  16.55
  1999 -14.23
  2000 -16.16
  2001  37.77
  2002  14.66
  2003  12.32
  2004   6.57
  2005  -1.27
  2006   6.24
  2007 -16.39
  2008  -5.43
  2009  -1.22
  2010   9.17
  2011  -7.63
  2012   6.69
  2013  -1.43
  2014  -2.14
  2015   0.98
  2016   6.05
  2017   3.75
  2018   2.10
  2019  19.37
  2020 -13.09
  2021   4.49
  2022  -6.22
  2023   4.01

Copyright 2024 Kenneth R. French
